id,predicted_price
2591820310,375223.94191779045
7974200820,860046.3716075328
7701450110,1125214.3652618865
9522300010,1761957.856872333
9510861140,685034.5352097866
1761300310,251727.22926224675
7732410120,765219.8933657777
7010701383,645840.7654848237
291310170,431250.2260678586
4232901990,540747.7321335577
6840701125,630324.1459727844
3971700580,396786.26442250103
4202400078,253530.11693900794
6064800090,348542.22822835285
2626119028,256993.31340393383
3303980660,1018841.3716170883
862000020,758410.1532166889
2386000070,926546.8380448668
1138000450,363344.88866607455
1775800420,456782.9520644618
2291401425,436457.3114952671
2025770560,966624.3656971402
3525069037,728620.4135100907
9324800450,538996.9959985246
8080400136,534328.2524365345
8651540040,530254.8882759302
9407001790,244933.8372407614
1773101530,212208.35978337322
9432900250,336655.61294066365
1794500695,571681.8915466735
2220069003,348558.34307068534
923000120,480360.5937727355
5728000060,533355.1075274004
16000200,245711.33287723004
1926059094,459566.148062145
6672900220,969925.4293201761
3629860060,801761.8345861208
1822069109,406785.57142859773
6675500105,368195.1957629759
249000180,1857416.0006298064
226059065,463697.5837459534
396100110,288872.11333245464
9264450460,326314.28026572964
7853361210,365217.23412146105
9474700020,264280.18763399374
421000455,228625.13187237864
3755200220,432110.00028362015
7960100075,470036.6385945913
9477100490,402240.28386822017
9138100350,789929.3455546158
1624049275,493279.9671872758
2770606890,541334.4024949207
1157200189,400440.7748166515
2770601800,519083.23042040796
9301300805,522109.3401498665
2325069032,1204948.7524285286
1021079099,343441.8367794809
7215730040,749608.782190499
1853200080,473861.0541929872
3224600340,694812.3824626621
3222049120,446891.0469550036
2113700025,281059.002881481
7893207925,203625.4242401614
3586501085,542864.2216854244
8024200010,396602.4438432774
7116500705,176325.5702628137
1598600209,308360.51011198387
7204200025,822021.1895315243
4206901505,525516.1914660608
2937300440,900096.0315886942
7205000180,344946.4121603415
8718500665,372975.2052118769
5318101765,843847.0685479983
4122700020,998219.3128867338
8078700020,517098.49452885624
3303980680,877871.7754167801
8924100372,1207681.2207305492
2781270210,206662.7842753096
519000043,512349.0498856865
3225069301,1410223.0346510473
151000075,673961.3545020407
2297400020,422862.0713284605
6617500085,648227.0533816367
104510180,231137.75235207326
3528900060,946840.944586758
3345100286,479857.6798168508
1226039130,433551.2309463898
8712100720,762012.2866807724
3037200010,397606.6398455867
3626039268,440977.0238759914
104510230,241924.37404051994
5112800060,405821.4815835908
6072400280,628465.1784798263
5317100570,1166078.5035102256
9528102993,544489.5200592317
2919201095,522085.1056266656
6181400920,260642.8545127574
185000161,248916.05870370948
8691400010,749710.1233827749
3345700165,538806.9847495271
6151800486,207275.85465702417
4340000080,1244274.1095742933
4136960010,548073.7356043668
3634100030,343569.28228757903
1624059224,1044768.825057177
2788400090,274237.87615493126
9828200762,456036.8147062475
7524400250,584991.3151877668
3528000290,737226.5188338604
5700003630,2004886.1771797023
2720069019,292368.84058456914
7227501170,235303.0399336216
2397101270,587574.8843754698
6792100090,717981.5463947812
2770602265,532026.6593700538
3971700937,295546.1865491354
422049203,222910.29434691428
3076500830,299218.5560314409
1423400260,303227.0413888812
9161100795,431814.8664263876
3126049052,481565.92944353423
5100401468,384296.0416226031
514500235,447388.33198129194
1423200170,199355.94088522613
1402100070,417921.1076465137
624110020,715712.1016258032
2407000145,206645.2241983827
1890000225,819851.0864080678
1320069271,320855.9080305892
5490700085,363011.1057495449
263000155,443884.1891945266
3726800201,425896.46612895024
5153200358,307129.756637398
2725079018,812821.6877967728
7165700200,266894.0014114673
9429000170,552698.6673853204
8718500075,375468.06575327116
1760650950,335369.8369094901
1068000559,1227138.1807807856
4113800500,649277.7465823997
4077800507,555800.8742323833
2725069150,734051.6846635937
4008400035,646998.6699557448
7016310270,417941.38874661585
1432701230,220590.40686916639
3278606050,344175.80481540743
2473350710,380590.74555598415
2185000685,161467.1231669698
7792000025,376293.13060217194
6868200029,482824.9333895226
624069003,741977.6805365556
7431500280,839405.8895127058
3296000040,561482.6680349702
1118001215,1548211.482228719
6453900040,743535.2363418797
333100209,824619.0957265602
34001765,594556.7193205074
8946700100,382683.0048548534
5561401210,562936.8486213421
6671900095,361911.6968033251
3275850020,711528.2772985518
3876300600,410013.1344318659
1450900020,262918.2932247511
8562780280,301478.94020255696
7663700973,323935.556637369
2126049032,369079.89142741985
1823059159,170884.48414803136
3438503426,314112.5674636415
9297301495,537511.2323255704
7140700850,367422.4580696999
7942601805,654856.000887741
2555900030,357764.3125897659
2887970040,270775.76793934737
7419700010,632696.859251369
2239000011,371829.7138043675
9283800050,337552.1096887293
9407001340,286005.42098776397
217500140,534166.3541146946
7212660520,247664.59193007837
3298201170,353526.3052653765
3057000400,302446.5393258685
6865200444,479344.677983255
6071600340,481624.9777156317
6821600005,746573.945166606
1235100371,730025.8380726223
7796450340,343404.2782837657
3603000410,190851.3083313974
9297300255,546314.5423414804
9126100850,543130.7211406891
2770601462,536773.1667786856
2599001500,219041.13126277202
1102000095,788294.5672415323
1853080640,934067.3249025928
9551201585,1090830.7515275192
3438500796,333899.4952080285
7518504291,518162.18697855866
9269200340,416056.364445742
715010130,1479661.4483169522
1982201485,628568.8302675509
9526500080,384806.84199183877
9277200180,418017.04445709765
6669150280,293452.1603013456
8917100153,604108.0214103626
3760500516,1050720.019289708
2725069050,931156.2532827036
3332000091,296129.4663672828
8562770080,594979.6857814965
8151601190,244062.80985076888
8563040160,601387.8978046976
240000269,695723.0233111946
4307350200,324427.40327415545
1311910300,266417.27901909215
3574900030,519626.24222495395
7853230570,409926.59846777254
320069049,377742.3506852855
9839301060,657743.1312577288
7011201333,638639.5443560926
2781320100,273881.621507489
3421069120,414200.944138676
7852030320,445053.43592386326
5316101075,2260146.9374254867
5309100750,549118.745392766
629000730,789820.7279421464
511700170,309011.1420819702
1562100030,534678.0045102519
2489200230,616484.9557282971
524069116,508019.64815026155
5315100737,960396.6364368182
1868900675,829913.412348465
1608000120,344894.2441269995
705700240,351294.38835872477
7575600610,265391.6088131729
1778500015,674729.8255123133
5423500240,203944.4724335146
6713700025,345305.8790964809
2734100734,309167.8419820841
301402280,212296.9841941125
2113700205,268270.8684936913
4114601570,3269349.904491652
3332000615,304172.89578601654
3630050180,348528.77744833
6852700520,527611.3079656379
6870310010,620108.4518431494
6163900981,316830.10841403244
393000142,397312.5414239395
1771100130,355909.035686474
1442860160,396766.9660004896
9191200435,569544.8289293201
6788200800,923085.2329172905
1115300070,654126.860673505
3176600105,706028.9061140196
2770604665,588364.4644481392
5469500580,393890.3558464393
5680000545,549793.9209382309
3424089119,534822.4200180826
1328300180,351193.0916147562
1773100922,347753.3991361882
4123830480,324476.66478449263
9808610190,1002657.5860271547
4250200140,273430.3108311556
4217402115,4285801.421614015
3831250350,384250.46480339987
2397101055,783906.5788182733
6817850110,862910.1717320349
7526800200,601930.1251355847
7853370100,663324.9699154191
2523089025,900382.6401485138
9476200680,267459.2400475622
5714200140,408350.2086147062
3575304895,567170.136856898
263000018,434892.7202972048
8080400177,527423.3211048065
6450304130,326052.83176345174
514500090,549491.3987481862
9477000300,420869.1726858389
853600310,1362201.3673884547
1951600240,206275.30148506118
1099900120,331571.6368946506
5323100120,530816.9961975934
1223089016,452148.3732442387
522059172,249754.25505859384
1930300190,705411.3531789277
9542840410,302222.4524192204
8665050530,470823.8569737956
5592900205,392311.1355842495
5450300010,606191.7906338882
2459960030,334780.2968296424
3331500455,497812.48380657425
3432500705,400879.5843079378
3702900165,326419.6469994025
5249803550,527955.4705746174
626049058,422037.1437780179
1788900380,181480.03633586626
8075400360,228822.9011148588
9113200250,755652.4304987564
2738640040,700686.8016120961
7821200307,476070.9563517874
3530440140,235568.6603751463
3582700130,440272.4202399425
9276200569,718493.6794947471
7197800020,612682.3866796426
686200490,539838.2541341915
3501600100,394612.6071547049
6383000690,581746.734643863
7604400150,375759.53026837413
5249801411,760589.2923161811
2607720420,458253.8305395164
9561100010,386393.94905658014
1796370590,255996.6520765674
4077800593,363903.6591092409
854000165,240139.2042846451
5536100010,679109.8076196129
4188000670,817462.4679814385
31000165,1436569.604262754
662350050,926175.0999274779
4137000280,269913.3622125834
6169901130,1001310.1054321219
1953400510,256323.82915713734
7518506716,995224.6839900117
1552520010,368076.048149863
7955080270,312849.13933435717
9212900100,550270.9756358557
3438500798,330887.153527061
7899800890,220594.98672948842
4319200605,464610.024419666
1329300480,371832.6849436083
